name,website,guestbunks,hutname,pppn,dryingroom,gridref,location,lat,lng,caveclub,cave,survey
,,,,,,,,54.19957314,-2.505254715,,,TRUE
,,,,,,,,54.19957565,-2.50530961,,,TRUE
,,,,,,,,54.19958566,-2.50526053,,,TRUE
,,,,,,,,54.199535,-2.50529306,,,TRUE
,,,,,,,,54.19953085,-2.505278245,,,TRUE
,,,,,,,,54.19948283,-2.50524535,,,TRUE
,,,,,,,,54.19944528,-2.505214975,,,TRUE
,,,,,,,,54.19987878,-2.505708515,,,TRUE
,,,,,,,,54.19985183,-2.50566217,,,TRUE
,,,,,,,,54.19981908,-2.505639045,,,TRUE
,,,,,,,,54.19978527,-2.505618505,,,TRUE
,,,,,,,,54.19975867,-2.50559789,,,TRUE
,,,,,,,,54.1999409,-2.50562033,,,TRUE
,,,,,,,,54.19993459,-2.505650835,,,TRUE
,,,,,,,,54.19990557,-2.505658125,,,TRUE
,,,,,,,,54.19986735,-2.50570625,,,TRUE
,,,,,,,,54.19986657,-2.505732565,,,TRUE
,,,,,,,,54.19988325,-2.505803315,,,TRUE
,,,,,,,,54.19988238,-2.505828715,,,TRUE
,,,,,,,,54.19991263,-2.505838825,,,TRUE
,,,,,,,,54.19983224,-2.50591968,,,TRUE
,,,,,,,,54.1997881,-2.505988535,,,TRUE
,,,,,,,,54.19980452,-2.506048345,,,TRUE
,,,,,,,,54.19969011,-2.50614046,,,TRUE
,,,,,,,,54.19964863,-2.50611219,,,TRUE
,,,,,,,,54.19965553,-2.50619668,,,TRUE
,,,,,,,,54.19960331,-2.50615509,,,TRUE
,,,,,,,,54.19955006,-2.50616112,,,TRUE
,,,,,,,,54.19949956,-2.506201125,,,TRUE
,,,,,,,,54.19947282,-2.50620584,,,TRUE
,,,,,,,,54.1994296,-2.5061886,,,TRUE
,,,,,,,,54.19994351,-2.505503515,,,TRUE
,,,,,,,,54.19994666,-2.505471905,,,TRUE
,,,,,,,,54.19996968,-2.50543211,,,TRUE
,,,,,,,,54.20004547,-2.50538663,,,TRUE
,,,,,,,,54.19991328,-2.505365045,,,TRUE
,,,,,,,,54.1999156,-2.505280205,,,TRUE
,,,,,,,,54.19866905,-2.511019725,,,TRUE
,,,,,,,,54.19864681,-2.511041705,,,TRUE
,,,,,,,,54.19862507,-2.51109506,,,TRUE
,,,,,,,,54.19861094,-2.511139165,,,TRUE
,,,,,,,,54.19858276,-2.511185325,,,TRUE
,,,,,,,,54.19863741,-2.511155005,,,TRUE
,,,,,,,,54.19866748,-2.51109114,,,TRUE
,,,,,,,,54.19867891,-2.5111172,,,TRUE
,,,,,,,,54.19866022,-2.511139035,,,TRUE
,,,,,,,,54.19867797,-2.51103982,,,TRUE
,,,,,,,,54.19839765,-2.51133754,,,TRUE
,,,,,,,,54.19842955,-2.511288395,,,TRUE
,,,,,,,,54.19846679,-2.51127293,,,TRUE
,,,,,,,,54.19852315,-2.511269915,,,TRUE
,,,,,,,,54.198556,-2.511216185,,,TRUE
,,,,,,,,54.19862355,-2.51121829,,,TRUE
,,,,,,,,54.19865339,-2.5112018,,,TRUE
,,,,,,,,54.19867378,-2.5111412,,,TRUE
,,,,,,,,54.20006909,-2.513567535,,,TRUE
,,,,,,,,54.20004718,-2.51381743,,,TRUE
,,,,,,,,54.19996813,-2.514061095,,,TRUE
,,,,,,,,54.1999318,-2.514234325,,,TRUE
,,,,,,,,54.19991666,-2.51430649,,,TRUE
,,,,,,,,54.1998985,-2.514393025,,,TRUE
,,,,,,,,54.19988033,-2.51447956,,,TRUE
,,,,,,,,54.20039007,-2.51340455,,,TRUE
,,,,,,,,54.2003674,-2.513404995,,,TRUE
,,,,,,,,54.20036063,-2.51340675,,,TRUE
,,,,,,,,54.20027283,-2.513444715,,,TRUE
,,,,,,,,54.20020327,-2.513459405,,,TRUE
,,,,,,,,54.20016294,-2.513415255,,,TRUE
,,,,,,,,54.20009517,-2.513434215,,,TRUE
,,,,,,,,54.20008722,-2.51346194,,,TRUE
,,,,,,,,54.20008531,-2.51350541,,,TRUE
,,,,,,,,54.2000675,-2.513566105,,,TRUE
,,,,,,,,54.19966601,-2.509386765,,,TRUE
,,,,,,,,54.19965792,-2.50944788,,,TRUE
,,,,,,,,54.19968735,-2.509473335,,,TRUE
,,,,,,,,54.19965224,-2.50948083,,,TRUE
,,,,,,,,54.19963779,-2.5095234,,,TRUE
,,,,,,,,54.19962636,-2.50953298,,,TRUE
,,,,,,,,54.19960467,-2.509534705,,,TRUE
,,,,,,,,54.19958242,-2.509563015,,,TRUE
,,,,,,,,54.19956563,-2.50957803,,,TRUE
,,,,,,,,54.19953775,-2.5097162,,,TRUE
,,,,,,,,54.19954726,-2.509790025,,,TRUE
,,,,,,,,54.19956985,-2.509859585,,,TRUE
,,,,,,,,54.20044264,-2.510928065,,,TRUE
,,,,,,,,54.20043062,-2.51095356,,,TRUE
,,,,,,,,54.20041306,-2.51096734,,,TRUE
,,,,,,,,54.20041064,-2.51099224,,,TRUE
,,,,,,,,54.20039463,-2.51100839,,,TRUE
,,,,,,,,54.20038357,-2.51100538,,,TRUE
,,,,,,,,54.20035219,-2.51097574,,,TRUE
,,,,,,,,54.20044466,-2.510946155,,,TRUE
,,,,,,,,54.20043844,-2.510919825,,,TRUE
,,,,,,,,54.20043078,-2.51095306,,,TRUE
,,,,,,,,54.20040986,-2.510962685,,,TRUE
,,,,,,,,54.20040356,-2.51100176,,,TRUE
,,,,,,,,54.20037982,-2.51099669,,,TRUE
,,,,,,,,54.20037018,-2.510987395,,,TRUE
,,,,,,,,54.19647063,-2.50894691,,,TRUE
,,,,,,,,54.19647124,-2.508894085,,,TRUE
,,,,,,,,54.19645239,-2.50886979,,,TRUE
,,,,,,,,54.19642858,-2.509114145,,,TRUE
,,,,,,,,54.19641818,-2.509193105,,,TRUE
,,,,,,,,54.19645047,-2.50915528,,,TRUE
,,,,,,,,54.19649104,-2.509098605,,,TRUE
,,,,,,,,54.19648836,-2.50906119,,,TRUE
,,,,,,,,54.1964735,-2.509025955,,,TRUE
,,,,,,,,54.19647153,-2.50894702,,,TRUE
,,,,,,,,54.19925708,-2.51120142,,,TRUE
,,,,,,,,54.199259,-2.51123865,,,TRUE
,,,,,,,,54.19925169,-2.51128445,,,TRUE
,,,,,,,,54.19924967,-2.511299245,,,TRUE
,,,,,,,,54.19924421,-2.511328065,,,TRUE
,,,,,,,,54.19925435,-2.51108194,,,TRUE
,,,,,,,,54.19925763,-2.511130165,,,TRUE
,,,,,,,,54.1992614,-2.51118422,,,TRUE
,,,,,,,,54.19925902,-2.511204155,,,TRUE
,,,,,,,,54.1992472,-2.511212275,,,TRUE
,,,,,,,,54.19925289,-2.510936525,,,TRUE
,,,,,,,,54.19924133,-2.510951545,,,TRUE
,,,,,,,,54.19924718,-2.51097566,,,TRUE
,,,,,,,,54.19924323,-2.511029425,,,TRUE
,,,,,,,,54.19925377,-2.511084205,,,TRUE
,,,,,,,,54.19920486,-2.51053541,,,TRUE
,,,,,,,,54.19922456,-2.51061223,,,TRUE
,,,,,,,,54.19923442,-2.510689405,,,TRUE
,,,,,,,,54.19922659,-2.510734595,,,TRUE
,,,,,,,,54.19924778,-2.510830715,,,TRUE
,,,,,,,,54.19923895,-2.510911865,,,TRUE
,,,,,,,,54.19925204,-2.51094311,,,TRUE
,,,,,,,,54.19918721,-2.51022969,,,TRUE
,,,,,,,,54.19918181,-2.51029607,,,TRUE
,,,,,,,,54.19919177,-2.510347285,,,TRUE
,,,,,,,,54.19919113,-2.510401115,,,TRUE
,,,,,,,,54.19919355,-2.510439595,,,TRUE
,,,,,,,,54.199194,-2.510465885,,,TRUE
,,,,,,,,54.19920615,-2.51053474,,,TRUE
,,,,,,,,54.19920571,-2.51053493,,,TRUE
,,,,,,,,54.19670493,-2.50896341,,,TRUE
,,,,,,,,54.19669273,-2.50900033,,,TRUE
,,,,,,,,54.19670275,-2.50901614,,,TRUE
,,,,,,,,54.19668224,-2.50905144,,,TRUE
,,,,,,,,54.19666,-2.50906827,,,TRUE
,,,,,,,,54.1966496,-2.50905919,,,TRUE
,,,,,,,,54.19664345,-2.50907528,,,TRUE
,,,,,,,,54.19664929,-2.509089475,,,TRUE
,,,,,,,,54.19666518,-2.50909647,,,TRUE
,,,,,,,,54.19667786,-2.5091517,,,TRUE
,,,,,,,,54.19669534,-2.509166835,,,TRUE
,,,,,,,,54.19669463,-2.509190815,,,TRUE
,,,,,,,,54.19671115,-2.50921133,,,TRUE
,,,,,,,,54.19671507,-2.509240435,,,TRUE
,,,,,,,,54.19671955,-2.509211935,,,TRUE
,,,,,,,,54.19672876,-2.509201975,,,TRUE
,,,,,,,,54.19674446,-2.50921365,,,TRUE
,,,,,,,,54.19673556,-2.509244195,,,TRUE
,,,,,,,,54.19671814,-2.509256285,,,TRUE
,,,,,,,,54.19670937,-2.509293385,,,TRUE
,,,,,,,,54.19673497,-2.50929273,,,TRUE
,,,,,,,,54.19673093,-2.509310445,,,TRUE
,,,,,,,,54.19671512,-2.50931979,,,TRUE
,,,,,,,,54.19670717,-2.50933203,,,TRUE
,,,,,,,,54.19669109,-2.509340515,,,TRUE
,,,,,,,,54.19669556,-2.50934126,,,TRUE
,,,,,,,,54.19667903,-2.50938612,,,TRUE
,,,,,,,,54.1966568,-2.509390645,,,TRUE
,,,,,,,,54.19664089,-2.509349435,,,TRUE
,,,,,,,,54.19661883,-2.50932346,,,TRUE
,,,,,,,,54.1966032,-2.509286,,,TRUE
,,,,,,,,54.19657082,-2.50924369,,,TRUE
,,,,,,,,54.19675368,-2.508810145,,,TRUE
,,,,,,,,54.19673333,-2.50877766,,,TRUE
,,,,,,,,54.19675812,-2.508742145,,,TRUE
,,,,,,,,54.19674818,-2.50871401,,,TRUE
,,,,,,,,54.19674625,-2.50871721,,,TRUE
,,,,,,,,54.19676143,-2.50866992,,,TRUE
,,,,,,,,54.19677888,-2.50858365,,,TRUE
,,,,,,,,54.19689802,-2.50812047,,,TRUE
,,,,,,,,54.19692289,-2.508067455,,,TRUE
,,,,,,,,54.19696186,-2.50825515,,,TRUE
,,,,,,,,54.19687803,-2.50819002,,,TRUE
,,,,,,,,54.1968489,-2.5082841,,,TRUE
,,,,,,,,54.19683864,-2.50832241,,,TRUE
,,,,,,,,54.19686271,-2.50835939,,,TRUE
,,,,,,,,54.19681193,-2.508519805,,,TRUE
,,,,,,,,54.19677815,-2.508584315,,,TRUE
,,,,,,,,54.19666317,-2.509086035,,,TRUE
,,,,,,,,54.19666548,-2.50902206,,,TRUE
,,,,,,,,54.19667939,-2.50903261,,,TRUE
,,,,,,,,54.19669744,-2.50900017,,,TRUE
,,,,,,,,54.19668347,-2.508967725,,,TRUE
,,,,,,,,54.19670229,-2.508947365,,,TRUE
,,,,,,,,54.19671193,-2.508910125,,,TRUE
,,,,,,,,54.19671704,-2.50888108,,,TRUE
,,,,,,,,54.19673366,-2.50885758,,,TRUE
,,,,,,,,54.1967562,-2.508802905,,,TRUE
,,,,,,,,54.19667668,-2.50914126,,,TRUE
,,,,,,,,54.19670525,-2.509190495,,,TRUE
,,,,,,,,54.1967213,-2.509255335,,,TRUE
,,,,,,,,54.19673048,-2.50926307,,,TRUE
,,,,,,,,54.19672871,-2.50925439,,,TRUE
,,,,,,,,54.1967121,-2.509297655,,,TRUE
,,,,,,,,54.19668379,-2.50932183,,,TRUE
,,,,,,,,54.19669033,-2.50932909,,,TRUE
,,,,,,,,54.1966774,-2.50935495,,,TRUE
,,,,,,,,54.19668198,-2.50933354,,,TRUE
,,,,,,,,54.19668111,-2.509352525,,,TRUE
,,,,,,,,54.19668025,-2.509391975,,,TRUE
,,,,,,,,54.1966677,-2.50939167,,,TRUE
,,,,,,,,54.19665601,-2.50935819,,,TRUE
,,,,,,,,54.1966397,-2.509346495,,,TRUE
,,,,,,,,54.1966397,-2.509346495,,,TRUE
,,,,,,,,54.19661801,-2.50934614,,,TRUE
,,,,,,,,54.19660357,-2.509327025,,,TRUE
,,,,,,,,54.19659577,-2.509304695,,,TRUE
,,,,,,,,54.19658463,-2.50930385,,,TRUE
,,,,,,,,54.19657461,-2.509264185,,,TRUE
,,,,,,,,54.19656374,-2.50923562,,,TRUE
,,,,,,,,54.19654813,-2.509250975,,,TRUE
,,,,,,,,54.19654299,-2.50925976,,,TRUE
,,,,,,,,54.19610504,-2.508946975,,,TRUE
,,,,,,,,54.19622057,-2.50892068,,,TRUE
,,,,,,,,54.19623448,-2.509015245,,,TRUE
,,,,,,,,54.19624125,-2.509011,,,TRUE
,,,,,,,,54.19623265,-2.509036045,,,TRUE
,,,,,,,,54.19623462,-2.509034895,,,TRUE
,,,,,,,,54.19622918,-2.509085145,,,TRUE
,,,,,,,,54.19622887,-2.50913449,,,TRUE
,,,,,,,,54.19624435,-2.50918644,,,TRUE
,,,,,,,,54.19626106,-2.50924562,,,TRUE
,,,,,,,,54.19626329,-2.509314495,,,TRUE
,,,,,,,,54.19627768,-2.509348585,,,TRUE
,,,,,,,,54.19630827,-2.509356845,,,TRUE
,,,,,,,,54.19634545,-2.50938592,,,TRUE
,,,,,,,,54.19637701,-2.50931911,,,TRUE
,,,,,,,,54.19637864,-2.509326895,,,TRUE
,,,,,,,,54.19639153,-2.50929706,,,TRUE
,,,,,,,,54.19640612,-2.509303925,,,TRUE
,,,,,,,,54.19642925,-2.509310415,,,TRUE
,,,,,,,,54.19645326,-2.50927057,,,TRUE
,,,,,,,,54.19646251,-2.50921801,,,TRUE
,,,,,,,,54.19649674,-2.509200775,,,TRUE
,,,,,,,,54.19652103,-2.50923691,,,TRUE
,,,,,,,,54.19654536,-2.50925927,,,TRUE
,,,,,,,,54.20092404,-2.511681055,,,TRUE
,,,,,,,,54.20090104,-2.51175767,,,TRUE
,,,,,,,,54.20089314,-2.51195823,,,TRUE
,,,,,,,,54.20092496,-2.51215455,,,TRUE
,,,,,,,,54.20094316,-2.511957435,,,TRUE
,,,,,,,,54.20096058,-2.51195981,,,TRUE
,,,,,,,,54.20100133,-2.511847405,,,TRUE
,,,,,,,,54.20108438,-2.51182557,,,TRUE
,,,,,,,,54.20108891,-2.511871415,,,TRUE
,,,,,,,,54.2010958,-2.51177707,,,TRUE
,,,,,,,,54.20109668,-2.511884355,,,TRUE
,,,,,,,,54.20108648,-2.51192029,,,TRUE
,,,,,,,,54.20106623,-2.51196974,,,TRUE
,,,,,,,,54.20105475,-2.51201287,,,TRUE
,,,,,,,,54.20103104,-2.5121503,,,TRUE
,,,,,,,,54.20122511,-2.512775845,,,TRUE
,,,,,,,,54.20120495,-2.512782185,,,TRUE
,,,,,,,,54.20120895,-2.51279143,,,TRUE
,,,,,,,,54.20119822,-2.512754525,,,TRUE
,,,,,,,,54.2012161,-2.512789745,,,TRUE
,,,,,,,,54.20119968,-2.51280565,,,TRUE
,,,,,,,,54.20118494,-2.51280354,,,TRUE
,,,,,,,,54.20116213,-2.512846235,,,TRUE
,,,,,,,,54.20118613,-2.512880705,,,TRUE
,,,,,,,,54.20123255,-2.51276521,,,TRUE
,,,,,,,,54.20124949,-2.512803185,,,TRUE
,,,,,,,,54.20121247,-2.51273911,,,TRUE
,,,,,,,,54.20121084,-2.51270653,,,TRUE
,,,,,,,,54.20112846,-2.511976885,,,TRUE
,,,,,,,,54.2011551,-2.51193355,,,TRUE
,,,,,,,,54.20117113,-2.51199203,,,TRUE
,,,,,,,,54.20117971,-2.511948315,,,TRUE
,,,,,,,,54.20120302,-2.511999455,,,TRUE
,,,,,,,,54.20119154,-2.512046275,,,TRUE
,,,,,,,,54.20120524,-2.51209317,,,TRUE
,,,,,,,,54.20122202,-2.5121149,,,TRUE
,,,,,,,,54.20125688,-2.51224053,,,TRUE
,,,,,,,,54.20127601,-2.5122404,,,TRUE
,,,,,,,,54.20131185,-2.51230673,,,TRUE
,,,,,,,,54.20131018,-2.51232342,,,TRUE
,,,,,,,,54.20133982,-2.512312925,,,TRUE
,,,,,,,,54.20133712,-2.512319305,,,TRUE
,,,,,,,,54.20135654,-2.51232532,,,TRUE
,,,,,,,,54.2013475,-2.5124004,,,TRUE
,,,,,,,,54.20134369,-2.512353295,,,TRUE
,,,,,,,,54.20136538,-2.51235072,,,TRUE
,,,,,,,,54.2013437,-2.512424975,,,TRUE
,,,,,,,,54.2013429,-2.51242426,,,TRUE
,,,,,,,,54.20121907,-2.51271927,,,TRUE
,,,,,,,,54.20122384,-2.512693985,,,TRUE
,,,,,,,,54.20119151,-2.51262698,,,TRUE
,,,,,,,,54.2011445,-2.5125403,,,TRUE
,,,,,,,,54.20114516,-2.51253925,,,TRUE
,,,,,,,,54.20104432,-2.51236492,,,TRUE
,,,,,,,,54.201036,-2.512356845,,,TRUE
,,,,,,,,54.2010267,-2.51233082,,,TRUE
,,,,,,,,54.20100912,-2.512315855,,,TRUE
,,,,,,,,54.20100653,-2.51229007,,,TRUE
,,,,,,,,54.20098653,-2.512259775,,,TRUE
,,,,,,,,54.20097826,-2.512222135,,,TRUE
,,,,,,,,54.20096095,-2.51217402,,,TRUE
,,,,,,,,54.20052974,-2.511769135,,,TRUE
,,,,,,,,54.20053631,-2.5117225,,,TRUE
,,,,,,,,54.20048633,-2.51159325,,,TRUE
,,,,,,,,54.20048767,-2.51158378,,,TRUE
,,,,,,,,54.20048753,-2.511580495,,,TRUE
,,,,,,,,54.20047985,-2.51155653,,,TRUE
,,,,,,,,54.20047805,-2.5115611,,,TRUE
,,,,,,,,54.20062177,-2.51151719,,,TRUE
,,,,,,,,54.20034663,-2.512120835,,,TRUE
,,,,,,,,54.20033571,-2.51207961,,,TRUE
,,,,,,,,54.20031876,-2.51203261,,,TRUE
,,,,,,,,54.20030106,-2.51200652,,,TRUE
,,,,,,,,54.20029701,-2.511987005,,,TRUE
,,,,,,,,54.20027143,-2.511921405,,,TRUE
,,,,,,,,54.20086804,-2.510320545,,,TRUE
,,,,,,,,54.20086174,-2.510298545,,,TRUE
,,,,,,,,54.20086476,-2.51024574,,,TRUE
,,,,,,,,54.2008562,-2.51021224,,,TRUE
,,,,,,,,54.20085647,-2.5101739,,,TRUE
,,,,,,,,54.2008406,-2.51015747,,,TRUE
,,,,,,,,54.20082863,-2.51013049,,,TRUE
,,,,,,,,54.20082814,-2.510107475,,,TRUE
,,,,,,,,54.20081835,-2.51011796,,,TRUE
,,,,,,,,54.20081023,-2.51008842,,,TRUE
,,,,,,,,54.20079767,-2.51008132,,,TRUE
,,,,,,,,54.20079484,-2.510068535,,,TRUE
,,,,,,,,54.2007926,-2.510070505,,,TRUE
,,,,,,,,54.20078178,-2.510080285,,,TRUE
,,,,,,,,54.2007808,-2.510081595,,,TRUE
,,,,,,,,54.2007733,-2.510066455,,,TRUE
,,,,,,,,54.20076345,-2.5100403,,,TRUE
,,,,,,,,54.20076336,-2.510039995,,,TRUE
,,,,,,,,54.20077937,-2.510040115,,,TRUE
,,,,,,,,54.20078083,-2.510051395,,,TRUE
,,,,,,,,54.20077725,-2.51006172,,,TRUE
,,,,,,,,54.20076996,-2.51006816,,,TRUE
,,,,,,,,54.20076897,-2.510073745,,,TRUE
,,,,,,,,54.20078501,-2.510084275,,,TRUE
,,,,,,,,54.20080201,-2.51008336,,,TRUE
,,,,,,,,54.20079092,-2.510074585,,,TRUE
,,,,,,,,54.20078237,-2.510070585,,,TRUE
,,,,,,,,54.20076552,-2.51005198,,,TRUE
,,,,,,,,54.2007391,-2.51002752,,,TRUE
,,,,,,,,54.20072466,-2.51000084,,,TRUE
,,,,,,,,54.20071937,-2.509994865,,,TRUE
,,,,,,,,54.20072294,-2.509954,,,TRUE
,,,,,,,,54.20074531,-2.50990863,,,TRUE
,,,,,,,,54.20072395,-2.50991411,,,TRUE
,,,,,,,,54.20070099,-2.509904795,,,TRUE
,,,,,,,,54.20069648,-2.509896945,,,TRUE
,,,,,,,,54.20069238,-2.50988642,,,TRUE
,,,,,,,,54.20066921,-2.509856785,,,TRUE
,,,,,,,,54.20066652,-2.5098046,,,TRUE
,,,,,,,,54.20063415,-2.509778105,,,TRUE
,,,,,,,,54.20062004,-2.509735475,,,TRUE
,,,,,,,,54.2006216,-2.5097192,,,TRUE
,,,,,,,,54.20061535,-2.509727095,,,TRUE
,,,,,,,,54.20061728,-2.509730675,,,TRUE
,,,,,,,,54.20061111,-2.509702795,,,TRUE
,,,,,,,,54.20061911,-2.50972672,,,TRUE
,,,,,,,,54.20062029,-2.509721815,,,TRUE
,,,,,,,,54.2006167,-2.509709075,,,TRUE
,,,,,,,,54.20061467,-2.50967801,,,TRUE
,,,,,,,,54.20086916,-2.510324845,,,TRUE
,,,,,,,,54.20086428,-2.510339995,,,TRUE
,,,,,,,,54.20085625,-2.51036547,,,TRUE
,,,,,,,,54.20083758,-2.51040909,,,TRUE
,,,,,,,,54.20081103,-2.510415615,,,TRUE
,,,,,,,,54.20081217,-2.510415865,,,TRUE
,,,,,,,,54.20078812,-2.510428865,,,TRUE
,,,,,,,,54.20077566,-2.510446065,,,TRUE
,,,,,,,,54.20077229,-2.51045522,,,TRUE
,,,,,,,,54.20073066,-2.510425135,,,TRUE
,,,,,,,,54.20071583,-2.51043798,,,TRUE
,,,,,,,,54.20064961,-2.51039792,,,TRUE
,,,,,,,,54.20064055,-2.510380925,,,TRUE
,,,,,,,,54.20064388,-2.51036057,,,TRUE
,,,,,,,,54.2003501,-2.5103838,,,TRUE
,,,,,,,,54.20032296,-2.510389535,,,TRUE
,,,,,,,,54.20036969,-2.510361815,,,TRUE
,,,,,,,,54.20042232,-2.510273015,,,TRUE
,,,,,,,,54.20049107,-2.510248475,,,TRUE
,,,,,,,,54.20050879,-2.510233015,,,TRUE
,,,,,,,,54.20057407,-2.51027468,,,TRUE
,,,,,,,,54.20060354,-2.510331225,,,TRUE
,,,,,,,,54.20063706,-2.510377125,,,TRUE
,,,,,,,,54.20094229,-2.51087159,,,TRUE
,,,,,,,,54.20093608,-2.51086751,,,TRUE
,,,,,,,,54.20093715,-2.510869565,,,TRUE
,,,,,,,,54.20094942,-2.510902465,,,TRUE
,,,,,,,,54.20095795,-2.51093354,,,TRUE
,,,,,,,,54.20097839,-2.510977575,,,TRUE
,,,,,,,,54.20103037,-2.511055815,,,TRUE
,,,,,,,,54.20079961,-2.510599465,,,TRUE
,,,,,,,,54.20082629,-2.51063716,,,TRUE
,,,,,,,,54.20084257,-2.51067412,,,TRUE
,,,,,,,,54.20047327,-2.510095,,,TRUE
,,,,,,,,54.200466,-2.51010239,,,TRUE
,,,,,,,,54.20044544,-2.5100712,,,TRUE
,,,,,,,,54.20043845,-2.510041765,,,TRUE
,,,,,,,,54.20047447,-2.510131535,,,TRUE
,,,,,,,,54.20047221,-2.510135725,,,TRUE
,,,,,,,,54.20050334,-2.51021199,,,TRUE
,,,,,,,,54.20053105,-2.510317485,,,TRUE
,,,,,,,,54.20056116,-2.5103907,,,TRUE
,,,,,,,,54.20056747,-2.51031949,,,TRUE
,,,,,,,,54.20057957,-2.51033331,,,TRUE
,,,,,,,,54.20058254,-2.510334945,,,TRUE
,,,,,,,,54.20059707,-2.5103576,,,TRUE
,,,,,,,,54.20060456,-2.51035789,,,TRUE
,,,,,,,,54.20061868,-2.51039151,,,TRUE
,,,,,,,,54.20064889,-2.51046173,,,TRUE
,,,,,,,,54.20065576,-2.510466955,,,TRUE
,,,,,,,,54.20068301,-2.510498415,,,TRUE
,,,,,,,,54.20064063,-2.510608755,,,TRUE
,,,,,,,,54.20069784,-2.51051594,,,TRUE
,,,,,,,,54.20071699,-2.51052799,,,TRUE
,,,,,,,,54.20073557,-2.510497825,,,TRUE
,,,,,,,,54.20077191,-2.510559995,,,TRUE
,,,,,,,,54.20080009,-2.510597055,,,TRUE
,,,,,,,,54.20080094,-2.510594665,,,TRUE
,,,,,,,,54.20042951,-2.51003096,,,TRUE
,,,,,,,,54.20037727,-2.50997427,,,TRUE
,,,,,,,,54.20050882,-2.51023298,,,TRUE
,,,,,,,,54.2005245,-2.51017637,,,TRUE
,,,,,,,,54.20050224,-2.51013755,,,TRUE
,,,,,,,,54.20048808,-2.51013366,,,TRUE
,,,,,,,,54.20047229,-2.51013665,,,TRUE
,,,,,,,,54.20048046,-2.510139055,,,TRUE
,,,,,,,,54.20049268,-2.510147845,,,TRUE
,,,,,,,,54.20050536,-2.51011688,,,TRUE
,,,,,,,,54.2005061,-2.510115455,,,TRUE
,,,,,,,,54.20049113,-2.51011408,,,TRUE
,,,,,,,,54.20047154,-2.51009533,,,TRUE
,,,,,,,,54.20087445,-2.510713065,,,TRUE
,,,,,,,,54.20088108,-2.510732075,,,TRUE
,,,,,,,,54.20089879,-2.51077539,,,TRUE
,,,,,,,,54.20090803,-2.510799085,,,TRUE
,,,,,,,,54.20091718,-2.51082517,,,TRUE
,,,,,,,,54.20094027,-2.510877415,,,TRUE
,,,,,,,,54.20093962,-2.51088005,,,TRUE
,,,,,,,,54.20094263,-2.51087382,,,TRUE
,,,,,,,,54.20095892,-2.510909725,,,TRUE
,,,,,,,,54.20097142,-2.510935815,,,TRUE
,,,,,,,,54.20099558,-2.51097681,,,TRUE
,,,,,,,,54.20099508,-2.51098379,,,TRUE
,,,,,,,,54.20099702,-2.51099776,,,TRUE
,,,,,,,,54.20099862,-2.511000505,,,TRUE
,,,,,,,,54.20101,-2.51102062,,,TRUE
,,,,,,,,54.20101984,-2.511060355,,,TRUE
,,,,,,,,54.20101784,-2.511105115,,,TRUE
,,,,,,,,54.20102686,-2.511142645,,,TRUE
,,,,,,,,54.20103211,-2.51115913,,,TRUE
,,,,,,,,54.20105462,-2.511227565,,,TRUE
,,,,,,,,54.20107978,-2.51129343,,,TRUE
,,,,,,,,54.20110759,-2.51134947,,,TRUE
,,,,,,,,54.20113641,-2.51139451,,,TRUE
,,,,,,,,54.20116761,-2.51141717,,,TRUE
,,,,,,,,54.20117003,-2.51141601,,,TRUE
,,,,,,,,54.20119478,-2.51144544,,,TRUE
,,,,,,,,54.20120673,-2.511461615,,,TRUE
,,,,,,,,54.20122466,-2.51148481,,,TRUE
,,,,,,,,54.20119079,-2.51144084,,,TRUE
,,,,,,,,54.20114277,-2.511375435,,,TRUE
,,,,,,,,54.20115344,-2.511366325,,,TRUE
,,,,,,,,54.20115834,-2.511373165,,,TRUE
,,,,,,,,54.20116877,-2.511399025,,,TRUE
,,,,,,,,54.20119747,-2.511431035,,,TRUE
,,,,,,,,54.20122354,-2.51148955,,,TRUE
,,,,,,,,54.20123583,-2.51151651,,,TRUE
,,,,,,,,54.20124226,-2.511575915,,,TRUE
,,,,,,,,54.20129725,-2.511570485,,,TRUE
,,,,,,,,54.20133222,-2.511602575,,,TRUE
,,,,,,,,54.20133567,-2.511547485,,,TRUE
,,,,,,,,54.20120818,-2.511629185,,,TRUE
,,,,,,,,54.2011603,-2.51161333,,,TRUE
,,,,,,,,54.20118573,-2.51163492,,,TRUE
,,,,,,,,54.20116407,-2.51171131,,,TRUE
,,,,,,,,54.20116424,-2.511752925,,,TRUE
,,,,,,,,54.20118031,-2.511822775,,,TRUE
,,,,,,,,54.20117378,-2.51190642,,,TRUE
,,,,,,,,54.20113295,-2.51197348,,,TRUE
,,,,,,,,54.20108479,-2.512045615,,,TRUE
,,,,,,,,54.20102896,-2.5121346,,,TRUE
,,,,,,,,54.20099081,-2.51212171,,,TRUE
,,,,,,,,54.20102414,-2.5119919,,,TRUE
,,,,,,,,54.20107849,-2.51190582,,,TRUE
,,,,,,,,54.20100017,-2.51214922,,,TRUE
,,,,,,,,54.20098944,-2.5122837,,,TRUE
,,,,,,,,54.20099895,-2.51229768,,,TRUE
,,,,,,,,54.20101649,-2.512336865,,,TRUE
,,,,,,,,54.20121084,-2.512707295,,,TRUE
,,,,,,,,54.20121065,-2.51270803,,,TRUE
